users_mac,users_name,users_email,users_ugroup
74924,86176,45660,4
45032,8418,91100,6
54694,85269,98806,7
-31672,65854,7701,7
-70547,6745,32093,3
6565,47087,95556,6
-15049,6521,59312,4
13808,36803,46815,2
664645,239,31088,4
480191,44838,58770,4
-50966,55072,44142,3
26731,23153,75881,3
88753,2646,54662,3
-53564,85162,4022,1
53244,55261,44026,7
65113,88859,96761,1
-87114,52270,85707,7
-16018,69340,11353,3
-15049,25253,91832,2
-42816,389,24875,2
88753,87924,22277,5
1553338,66654,75928,5
-15049,92782,47097,1
50358,60914,88733,2
-875295,8864,9083,3
-1089311,14877,68123,3
-67866,12453,83468,1
-1089311,12260,51571,7
-1375,72211,72023,2
35375,93253,38912,2
-593963,66254,90395,6
1229480,53369,50710,7
-50139,12281,74512,7
830264,12060,7508,4
2201,93957,74054,4
125811,93082,44787,1
32321,40013,99609,1
45554,34012,10344,1
-42369,49231,22814,2
255855,56408,48702,2
-32965,56024,61425,2
658153,95923,676,5
46171,33990,50543,2
-21858,70270,57511,3
-1111934,3742,59869,6
15027,56603,65561,7
53244,92897,4617,1
1306404,17199,27192,7
2201,40208,51774,6
13500,4772,23733,1
33164,38371,68799,5
-23417,99485,7634,5
24684,94101,99630,4
1553338,76216,53044,6
15027,38200,51661,2
35276,68825,91167,7
30471,58266,33138,1
55519,43133,696,5
6251,54564,30106,2
10752,63681,96285,5
13646,86943,16497,3
-91374,73344,75400,3
-11965,31780,85433,2
-1458671,85309,52676,1
60748,72460,51494,5
-23976,17905,98197,6
1406540,66857,87956,1
-40800,72699,68535,1
-1000927,3270,4784,4
-27905,60326,50737,5
-20933,74643,96645,4
-6998,63961,9819,1
-718194,69184,72540,2
-13737,83207,7224,2
-1460146,30393,28354,7
-15049,4739,78890,5
52883,61084,11251,7
-4184,34020,23406,4
17634,16522,5971,4
72048,67818,50991,4
-50566,24553,70433,6
73757,61375,31119,7
15027,95877,73739,6
-15049,73716,61933,1
21344,75144,43269,2
-1165392,28953,57667,7
-80277,50001,64382,6
-59633,55092,17234,6
5560,23948,45544,2
-37835,67984,58458,7
-86671,20630,39146,1
-42369,36015,96977,4
1274188,88433,42890,2
60748,77040,78114,7
-20563,35494,34699,3
-718194,81244,93740,4
93632,31643,53403,3
2201,16420,58522,6
-40800,2631,25056,2
-77112,76599,44064,2
-857987,42623,22429,5
-33420,99511,76907,4
-18175,22127,38552,2
-22632,35694,15332,6
-1089311,12524,43216,7
480624,11783,80447,4
53244,36996,72503,5
-69392,79673,91159,7
-539,80660,26842,1
-53474,83941,93816,5
60736,95261,68017,5
-15049,25959,6038,7
77910,95264,67929,2
-1361026,95462,30664,1
44864,96784,67568,2
-71741,75114,89795,4
-151525,86918,86160,5
39228,11559,4165,1
61779,90003,33217,2
-34958,65536,94136,2
-41787,50565,91911,4
-85543,86718,5777,3
-42369,11136,18876,1
-95714,46288,69976,4
-42369,93599,65922,3
-60289,54978,57616,3
-460864,95076,17694,5
-923571,28278,26515,1
-819039,91218,16960,6
-1302955,35608,90770,1
29725,5367,88457,4
62714,55745,77610,1
-90740,60375,66817,1
-91156,16606,10748,5
-71081,46899,11403,2
-11254,32982,84163,2
45062,41405,60569,4
-15706,27244,22445,7
57777,22605,165,6
-1300130,26710,19919,1
96165,95507,57630,6
-85316,11632,52305,7
96165,18261,35947,3
1447434,70927,90372,5
460283,14051,79009,3
53244,66553,78634,3
41416,42423,58668,5
-68054,73750,93930,2
-430443,39727,64932,5
88753,12763,35357,1
-15049,27362,49159,1
168781,6285,39236,5
-15049,61703,93130,7
-1031991,2218,28521,1
-92334,2427,61551,4
845927,50423,15817,1
-53591,7623,45969,4
-1274412,37155,61386,6
45032,23509,32126,4
-1401502,44245,21379,6
-78993,57693,38749,7
-589836,62126,50830,7
17634,71645,50987,6
56107,74297,22440,1
-4294,58978,26162,4
-81093,22032,89605,4
61916,31105,42203,5
129893,95272,56334,7
87995,14242,86949,6
-50780,84993,61546,7
-441616,74217,91749,5
53244,81382,34599,1
98097,36692,29193,7
96165,43362,16080,6
-60998,4845,74969,4
-15049,15662,77796,5
-92333,7123,13144,7
967651,34933,20969,4
20257,48347,10055,7
-58620,94448,48795,7
198398,27534,27082,4
460283,5886,1738,4
-11166,52975,80105,7
-56696,12705,1162,6
4003,84864,90636,6
756166,270,55684,2
-42369,94733,20117,5
198895,11130,14073,1
-92054,616,81623,5
-42369,83937,74000,6
-92031,24531,68442,1
29855,93840,19141,2
-81206,82664,38636,3
-42369,39487,3472,3
-58403,28694,86365,3
-74268,67312,13125,2
64322,31230,64267,1
-147166,21615,74936,1
3077,91154,10917,7
35375,5294,60190,2
97564,11899,83189,4
-40800,33718,21341,6
-3063,23213,76389,5
-42369,5496,990,6
557120,71175,12342,7
42803,27098,39129,5
53244,57770,86123,3
-25543,18019,38015,7
-23997,81231,60663,7
-16293,69026,13978,7
772900,19936,80126,1
-27905,10086,10498,3
460283,35935,68383,3
-8940,20350,37952,7
1123453,10301,1202,7
62051,95751,60123,5
-40800,71723,88824,1
-8275,89085,23817,7
96165,79070,47407,4
65113,29706,37176,5
15027,45544,61573,7
-58494,36109,59002,6
-91068,83661,89612,1
29855,66222,43617,2
53244,26111,37265,7
-42369,23459,68299,6
-91374,18331,56144,5
47474,61661,82285,4
84910,26502,30757,7
55201,3063,97276,6
-97269,7930,47496,2
63332,80592,15830,1
-42369,91297,30445,5
-15049,13991,19102,1
-40800,96831,15062,7
-96367,48477,80773,6
-3973,19212,19031,1
13156,41120,40637,4
12433,28910,25841,4
4153,43969,53697,5
-3395,95096,72717,3
-14066,90724,76076,3
-86478,42452,21300,4
-97873,76077,42048,1
88939,87356,66195,4
-67753,1717,82948,4
-94781,76012,4094,4
-23255,89919,86545,7
60748,41728,26889,3
-84174,41886,35630,4
97976,91544,59402,6
-561368,68764,46387,1
460283,13879,65588,5
987735,62887,1594,5
-15049,99130,68709,2
70559,78383,23168,5
72897,10660,20340,5
-76631,29535,13305,2
-61580,35460,73211,4
129893,52275,91094,5
46171,46114,65833,5
-2622,85561,71571,6
54687,96231,70602,6
990629,44141,78583,3
-60463,52522,43884,3
69513,65468,93284,4
79272,49959,60526,6
1236,90174,52870,4
-40800,31303,8252,3
-15049,80960,94915,1
-609196,46901,39842,4
-1089311,72690,56506,7
33552,11902,12818,1
1553338,55237,35516,5
1636,70940,80066,6
-40800,6914,53297,5
-90256,49001,4828,5
98276,72189,31099,7
1371445,57345,96186,3
1073364,13234,1970,6
-42369,49126,68022,6
1442078,28680,55482,4
-37527,43636,34400,2
-2106,1907,62714,6
96165,14951,49794,7
873713,3738,72697,6
-972041,46131,78637,5
-54162,82312,16625,6
-42369,82848,82944,1
-37164,7990,64763,1
-983743,89595,7760,7
30452,33795,98757,5
-74743,58145,68808,2
76929,63568,22907,1
96165,19994,7450,6
67559,91212,90403,7
-97110,99341,13327,4
-515441,53428,56620,6
53337,32482,20872,2
-89920,12997,33015,4
987735,58923,26633,2
70825,68323,50523,7
-1556611,61410,23353,2
-34725,61666,94867,7
8793,8698,62663,4
64322,49420,22754,2
2201,76830,95445,5
-459186,72064,93343,6
-47539,14322,85099,2
-35917,44183,55140,1
60008,22321,93032,5
66167,97588,47810,1
-22306,69597,44738,3
54751,11151,787,3
-31094,88165,56401,3
-721134,68060,18498,2
15027,44606,75327,5
-33180,46817,29055,7
-20241,55440,7617,7
21078,2503,1082,4
5514,95504,59988,1
-97899,66943,8619,7
46601,6587,11249,1
483459,34499,83209,7
82882,71768,89002,4
53244,82622,18897,4
-27995,10945,26279,5
53574,13878,52184,2
177668,16354,63093,7
96165,29146,92250,5
2256,36278,40367,2
95886,3495,95889,6
1220692,16331,14735,6
62351,73303,28428,5
-470657,5043,96391,5
-849,68271,15946,6
-73946,33355,48245,3
96165,63451,26611,3
-73389,2763,3190,3
-72562,88857,99477,6
6643,2057,42399,4
-40800,1031,23604,6
-12384,26808,42345,1
-26988,13256,99893,4
80469,42235,27445,3
96165,54117,44717,7
1285949,77881,91620,7
-62016,50472,16809,5
-225660,68373,52784,7
13857,98150,44940,2
1369754,58627,65222,5
43278,69503,39584,2
-69350,39161,93816,6
-48832,60328,27851,2
2276,53827,56563,3
62505,58993,78723,6
109799,73274,7631,1
63486,50251,35438,1
-32095,80530,85375,6
-84895,97895,11110,3
58817,34410,78334,7
-66820,48500,1771,4
-1405393,33707,55721,2
644133,62676,44616,6
-82845,98144,44448,6
-301246,65867,46417,7
53482,31443,28699,1
1322240,47825,66167,5
96165,59888,38915,3
35375,83398,84002,5
-1478505,39132,80732,3
15027,63746,19952,7
-48474,488,16716,7
-1111934,55040,19896,4
53244,53667,71360,3
1035055,19724,69967,5
23193,69712,43427,3
54888,55151,4418,4
62714,57188,54177,4
73967,69842,53253,1
-70547,75028,65273,1
-1051132,98817,92364,1
-16775,45005,30856,2
-82677,92809,63712,5
1440232,72965,64208,4
-1517867,34587,40008,5
56754,65576,60989,6
